t,W
" 2.785260e-11"," 1.450407e+14"
" 2.788596e-11"," 1.450300e+14"
" 2.791931e-11"," 1.450194e+14"
" 2.795267e-11"," 1.450089e+14"
" 2.798603e-11"," 1.449985e+14"
" 2.801938e-11"," 1.449883e+14"
" 2.805274e-11"," 1.449781e+14"
" 2.808610e-11"," 1.449681e+14"
" 2.811945e-11"," 1.449582e+14"
" 2.815281e-11"," 1.449484e+14"
" 2.818617e-11"," 1.449386e+14"
" 2.821952e-11"," 1.449289e+14"
" 2.825288e-11"," 1.449191e+14"
" 2.828624e-11"," 1.449093e+14"
" 2.831959e-11"," 1.448995e+14"
" 2.835295e-11"," 1.448897e+14"
" 2.838630e-11"," 1.448798e+14"
" 2.841966e-11"," 1.448697e+14"
" 2.845302e-11"," 1.448595e+14"
" 2.848637e-11"," 1.448492e+14"
" 2.851973e-11"," 1.448387e+14"
" 2.855309e-11"," 1.448280e+14"
" 2.858644e-11"," 1.448172e+14"
" 2.861980e-11"," 1.448062e+14"
" 2.865316e-11"," 1.447950e+14"
" 2.868651e-11"," 1.447838e+14"
" 2.871987e-11"," 1.447724e+14"
" 2.875323e-11"," 1.447610e+14"
" 2.878658e-11"," 1.447495e+14"
" 2.881994e-11"," 1.447380e+14"
" 2.885329e-11"," 1.447265e+14"
" 2.888665e-11"," 1.447149e+14"
" 2.892001e-11"," 1.447034e+14"
" 2.895336e-11"," 1.446920e+14"
" 2.898672e-11"," 1.446806e+14"
" 2.902008e-11"," 1.446692e+14"
" 2.905343e-11"," 1.446580e+14"
" 2.908679e-11"," 1.446469e+14"
" 2.912015e-11"," 1.446358e+14"
" 2.915350e-11"," 1.446247e+14"
" 2.918686e-11"," 1.446137e+14"
" 2.922021e-11"," 1.446027e+14"
" 2.925357e-11"," 1.445916e+14"
" 2.928693e-11"," 1.445805e+14"
" 2.932028e-11"," 1.445694e+14"
" 2.935364e-11"," 1.445581e+14"
" 2.938700e-11"," 1.445467e+14"
" 2.942035e-11"," 1.445352e+14"
" 2.945371e-11"," 1.445236e+14"
" 2.948707e-11"," 1.445118e+14"
" 2.952042e-11"," 1.444998e+14"
" 2.955378e-11"," 1.444875e+14"
" 2.958714e-11"," 1.444751e+14"
" 2.962049e-11"," 1.444625e+14"
" 2.965385e-11"," 1.444497e+14"
" 2.968720e-11"," 1.444367e+14"
" 2.972056e-11"," 1.444236e+14"
" 2.975392e-11"," 1.444103e+14"
" 2.978727e-11"," 1.443969e+14"
" 2.982063e-11"," 1.443834e+14"
" 2.985399e-11"," 1.443697e+14"
" 2.988734e-11"," 1.443560e+14"
" 2.992070e-11"," 1.443422e+14"
" 2.995406e-11"," 1.443283e+14"
" 2.998741e-11"," 1.443144e+14"
" 3.002077e-11"," 1.443004e+14"
" 3.005412e-11"," 1.442863e+14"
" 3.008748e-11"," 1.442723e+14"
" 3.012084e-11"," 1.442581e+14"
" 3.015419e-11"," 1.442439e+14"
" 3.018755e-11"," 1.442296e+14"
" 3.022091e-11"," 1.442153e+14"
" 3.025426e-11"," 1.442009e+14"
" 3.028762e-11"," 1.441863e+14"
" 3.032098e-11"," 1.441717e+14"
" 3.035433e-11"," 1.441569e+14"
" 3.038769e-11"," 1.441420e+14"
" 3.042105e-11"," 1.441270e+14"
" 3.045440e-11"," 1.441118e+14"
" 3.048776e-11"," 1.440965e+14"
" 3.052111e-11"," 1.440810e+14"
" 3.055447e-11"," 1.440654e+14"
" 3.058783e-11"," 1.440496e+14"
" 3.062118e-11"," 1.440336e+14"
" 3.065454e-11"," 1.440175e+14"
" 3.068790e-11"," 1.440012e+14"
" 3.072125e-11"," 1.439848e+14"
" 3.075461e-11"," 1.439683e+14"
" 3.078797e-11"," 1.439516e+14"
" 3.082132e-11"," 1.439348e+14"
" 3.085468e-11"," 1.439179e+14"
" 3.088804e-11"," 1.439009e+14"
" 3.092139e-11"," 1.438838e+14"
" 3.095475e-11"," 1.438665e+14"
" 3.098810e-11"," 1.438492e+14"
" 3.102146e-11"," 1.438318e+14"
" 3.105482e-11"," 1.438143e+14"
" 3.108817e-11"," 1.437967e+14"
" 3.112153e-11"," 1.437790e+14"
" 3.115489e-11"," 1.437612e+14"
" 3.118824e-11"," 1.437432e+14"
" 3.122160e-11"," 1.437251e+14"
" 3.125496e-11"," 1.437068e+14"
" 3.128831e-11"," 1.436883e+14"
" 3.132167e-11"," 1.436696e+14"
" 3.135502e-11"," 1.436508e+14"
" 3.138838e-11"," 1.436316e+14"
" 3.142174e-11"," 1.436123e+14"
" 3.145509e-11"," 1.435927e+14"
" 3.148845e-11"," 1.435728e+14"
" 3.152181e-11"," 1.435526e+14"
" 3.155516e-11"," 1.435322e+14"
" 3.158852e-11"," 1.435115e+14"
" 3.162188e-11"," 1.434904e+14"
" 3.165523e-11"," 1.434692e+14"
" 3.168859e-11"," 1.434477e+14"
" 3.172195e-11"," 1.434260e+14"
" 3.175530e-11"," 1.434041e+14"
" 3.178866e-11"," 1.433820e+14"
" 3.182201e-11"," 1.433598e+14"
" 3.185537e-11"," 1.433374e+14"
" 3.188873e-11"," 1.433148e+14"
" 3.192208e-11"," 1.432922e+14"
" 3.195544e-11"," 1.432694e+14"
" 3.198880e-11"," 1.432466e+14"
" 3.202215e-11"," 1.432236e+14"
" 3.205551e-11"," 1.432007e+14"
" 3.208887e-11"," 1.431776e+14"
" 3.212222e-11"," 1.431545e+14"
" 3.215558e-11"," 1.431313e+14"
" 3.218894e-11"," 1.431079e+14"
" 3.222229e-11"," 1.430845e+14"
" 3.225565e-11"," 1.430608e+14"
" 3.228900e-11"," 1.430371e+14"
" 3.232236e-11"," 1.430131e+14"
" 3.235572e-11"," 1.429890e+14"
" 3.238907e-11"," 1.429646e+14"
" 3.242243e-11"," 1.429400e+14"
" 3.245579e-11"," 1.429152e+14"
" 3.248914e-11"," 1.428901e+14"
" 3.252250e-11"," 1.428647e+14"
" 3.255586e-11"," 1.428391e+14"
" 3.258921e-11"," 1.428132e+14"
" 3.262257e-11"," 1.427870e+14"
" 3.265592e-11"," 1.427606e+14"
" 3.268928e-11"," 1.427339e+14"
" 3.272264e-11"," 1.427070e+14"
" 3.275599e-11"," 1.426799e+14"
" 3.278935e-11"," 1.426525e+14"
" 3.282271e-11"," 1.426250e+14"
" 3.285606e-11"," 1.425972e+14"
" 3.288942e-11"," 1.425693e+14"
" 3.292278e-11"," 1.425412e+14"
" 3.295613e-11"," 1.425129e+14"
" 3.298949e-11"," 1.424845e+14"
" 3.302285e-11"," 1.424560e+14"
" 3.305620e-11"," 1.424273e+14"
" 3.308956e-11"," 1.423985e+14"
" 3.312291e-11"," 1.423695e+14"
" 3.315627e-11"," 1.423404e+14"
" 3.318963e-11"," 1.423111e+14"
" 3.322298e-11"," 1.422817e+14"
" 3.325634e-11"," 1.422521e+14"
" 3.328970e-11"," 1.422222e+14"
" 3.332305e-11"," 1.421922e+14"
" 3.335641e-11"," 1.421620e+14"
" 3.338977e-11"," 1.421315e+14"
" 3.342312e-11"," 1.421008e+14"
" 3.345648e-11"," 1.420699e+14"
" 3.348984e-11"," 1.420388e+14"
" 3.352319e-11"," 1.420074e+14"
" 3.355655e-11"," 1.419757e+14"
" 3.358990e-11"," 1.419438e+14"
" 3.362326e-11"," 1.419116e+14"
" 3.365662e-11"," 1.418792e+14"
" 3.368997e-11"," 1.418465e+14"
" 3.372333e-11"," 1.418136e+14"
" 3.375669e-11"," 1.417805e+14"
" 3.379004e-11"," 1.417472e+14"
" 3.382340e-11"," 1.417137e+14"
" 3.385676e-11"," 1.416800e+14"
" 3.389011e-11"," 1.416462e+14"
" 3.392347e-11"," 1.416121e+14"
" 3.395682e-11"," 1.415778e+14"
" 3.399018e-11"," 1.415434e+14"
" 3.402354e-11"," 1.415089e+14"
" 3.405689e-11"," 1.414742e+14"
" 3.409025e-11"," 1.414393e+14"
" 3.412361e-11"," 1.414043e+14"
" 3.415696e-11"," 1.413691e+14"
" 3.419032e-11"," 1.413337e+14"
" 3.422368e-11"," 1.412982e+14"
" 3.425703e-11"," 1.412625e+14"
" 3.429039e-11"," 1.412266e+14"
" 3.432375e-11"," 1.411906e+14"
" 3.435710e-11"," 1.411544e+14"
" 3.439046e-11"," 1.411180e+14"
" 3.442381e-11"," 1.410814e+14"
" 3.445717e-11"," 1.410446e+14"
" 3.449053e-11"," 1.410077e+14"
" 3.452388e-11"," 1.409705e+14"
" 3.455724e-11"," 1.409331e+14"
" 3.459060e-11"," 1.408956e+14"
" 3.462395e-11"," 1.408579e+14"
" 3.465731e-11"," 1.408199e+14"
" 3.469067e-11"," 1.407818e+14"
" 3.472402e-11"," 1.407436e+14"
" 3.475738e-11"," 1.407051e+14"
" 3.479074e-11"," 1.406665e+14"
" 3.482409e-11"," 1.406278e+14"
" 3.485745e-11"," 1.405889e+14"
" 3.489080e-11"," 1.405498e+14"
" 3.492416e-11"," 1.405106e+14"
" 3.495752e-11"," 1.404713e+14"
" 3.499087e-11"," 1.404318e+14"
" 3.502423e-11"," 1.403923e+14"
" 3.505759e-11"," 1.403526e+14"
" 3.509094e-11"," 1.403128e+14"
" 3.512430e-11"," 1.402728e+14"
" 3.515766e-11"," 1.402328e+14"
" 3.519101e-11"," 1.401926e+14"
" 3.522437e-11"," 1.401523e+14"
" 3.525772e-11"," 1.401119e+14"
" 3.529108e-11"," 1.400714e+14"
" 3.532444e-11"," 1.400307e+14"
" 3.535779e-11"," 1.399899e+14"
" 3.539115e-11"," 1.399490e+14"
" 3.542451e-11"," 1.399080e+14"
" 3.545786e-11"," 1.398668e+14"
" 3.549122e-11"," 1.398255e+14"
" 3.552458e-11"," 1.397841e+14"
" 3.555793e-11"," 1.397426e+14"
" 3.559129e-11"," 1.397009e+14"
" 3.562465e-11"," 1.396591e+14"
" 3.565800e-11"," 1.396172e+14"
" 3.569136e-11"," 1.395751e+14"
" 3.572471e-11"," 1.395329e+14"
" 3.575807e-11"," 1.394905e+14"
" 3.579143e-11"," 1.394480e+14"
" 3.582478e-11"," 1.394054e+14"
" 3.585814e-11"," 1.393625e+14"
" 3.589150e-11"," 1.393196e+14"
" 3.592485e-11"," 1.392764e+14"
" 3.595821e-11"," 1.392332e+14"
" 3.599157e-11"," 1.391897e+14"
" 3.602492e-11"," 1.391461e+14"
" 3.605828e-11"," 1.391023e+14"
" 3.609164e-11"," 1.390583e+14"
" 3.612499e-11"," 1.390142e+14"
" 3.615835e-11"," 1.389700e+14"
" 3.619170e-11"," 1.389256e+14"
" 3.622506e-11"," 1.388812e+14"
" 3.625842e-11"," 1.388366e+14"
" 3.629177e-11"," 1.387920e+14"
" 3.632513e-11"," 1.387472e+14"
" 3.635849e-11"," 1.387025e+14"
" 3.639184e-11"," 1.386576e+14"
" 3.642520e-11"," 1.386128e+14"
" 3.645856e-11"," 1.385679e+14"
" 3.649191e-11"," 1.385230e+14"
" 3.652527e-11"," 1.384781e+14"
" 3.655862e-11"," 1.384332e+14"
" 3.659198e-11"," 1.383883e+14"
" 3.662534e-11"," 1.383435e+14"
" 3.665869e-11"," 1.382985e+14"
" 3.669205e-11"," 1.382536e+14"
" 3.672541e-11"," 1.382086e+14"
" 3.675876e-11"," 1.381636e+14"
" 3.679212e-11"," 1.381185e+14"
" 3.682548e-11"," 1.380733e+14"
" 3.685883e-11"," 1.380281e+14"
" 3.689219e-11"," 1.379827e+14"
" 3.692555e-11"," 1.379373e+14"
" 3.695890e-11"," 1.378917e+14"
" 3.699226e-11"," 1.378460e+14"
" 3.702561e-11"," 1.378002e+14"
" 3.705897e-11"," 1.377542e+14"
" 3.709233e-11"," 1.377080e+14"
" 3.712568e-11"," 1.376618e+14"
" 3.715904e-11"," 1.376154e+14"
" 3.719240e-11"," 1.375690e+14"
" 3.722575e-11"," 1.375224e+14"
" 3.725911e-11"," 1.374758e+14"
" 3.729247e-11"," 1.374292e+14"
" 3.732582e-11"," 1.373825e+14"
" 3.735918e-11"," 1.373358e+14"
" 3.739254e-11"," 1.372890e+14"
" 3.742589e-11"," 1.372423e+14"
" 3.745925e-11"," 1.371956e+14"
" 3.749260e-11"," 1.371489e+14"
" 3.752596e-11"," 1.371023e+14"
" 3.755932e-11"," 1.370557e+14"
" 3.759267e-11"," 1.370092e+14"
" 3.762603e-11"," 1.369627e+14"
" 3.765939e-11"," 1.369163e+14"
" 3.769274e-11"," 1.368698e+14"
" 3.772610e-11"," 1.368234e+14"
" 3.775946e-11"," 1.367770e+14"
" 3.779281e-11"," 1.367305e+14"
" 3.782617e-11"," 1.366841e+14"
" 3.785952e-11"," 1.366376e+14"
" 3.789288e-11"," 1.365911e+14"
" 3.792624e-11"," 1.365445e+14"
" 3.795959e-11"," 1.364979e+14"
" 3.799295e-11"," 1.364512e+14"
" 3.802631e-11"," 1.364044e+14"
" 3.805966e-11"," 1.363576e+14"
" 3.809302e-11"," 1.363106e+14"
" 3.812638e-11"," 1.362636e+14"
" 3.815973e-11"," 1.362165e+14"
" 3.819309e-11"," 1.361694e+14"
" 3.822645e-11"," 1.361222e+14"
" 3.825980e-11"," 1.360749e+14"
" 3.829316e-11"," 1.360277e+14"
" 3.832651e-11"," 1.359804e+14"
" 3.835987e-11"," 1.359331e+14"
" 3.839323e-11"," 1.358858e+14"
" 3.842658e-11"," 1.358385e+14"
" 3.845994e-11"," 1.357911e+14"
" 3.849330e-11"," 1.357439e+14"
" 3.852665e-11"," 1.356966e+14"
" 3.856001e-11"," 1.356493e+14"
" 3.859337e-11"," 1.356021e+14"
" 3.862672e-11"," 1.355549e+14"
" 3.866008e-11"," 1.355077e+14"
" 3.869344e-11"," 1.354606e+14"
" 3.872679e-11"," 1.354134e+14"
" 3.876015e-11"," 1.353663e+14"
" 3.879350e-11"," 1.353191e+14"
" 3.882686e-11"," 1.352720e+14"
" 3.886022e-11"," 1.352248e+14"
" 3.889357e-11"," 1.351776e+14"
" 3.892693e-11"," 1.351305e+14"
" 3.896029e-11"," 1.350832e+14"
" 3.899364e-11"," 1.350360e+14"
" 3.902700e-11"," 1.349887e+14"
" 3.906036e-11"," 1.349414e+14"
" 3.909371e-11"," 1.348941e+14"
" 3.912707e-11"," 1.348468e+14"
" 3.916042e-11"," 1.347994e+14"
" 3.919378e-11"," 1.347521e+14"
" 3.922714e-11"," 1.347048e+14"
" 3.926049e-11"," 1.346574e+14"
" 3.929385e-11"," 1.346102e+14"
" 3.932721e-11"," 1.345629e+14"
" 3.936056e-11"," 1.345157e+14"
" 3.939392e-11"," 1.344686e+14"
" 3.942728e-11"," 1.344216e+14"
" 3.946063e-11"," 1.343746e+14"
" 3.949399e-11"," 1.343277e+14"
" 3.952735e-11"," 1.342809e+14"
" 3.956070e-11"," 1.342342e+14"
" 3.959406e-11"," 1.341876e+14"
" 3.962741e-11"," 1.341411e+14"
" 3.966077e-11"," 1.340946e+14"
" 3.969413e-11"," 1.340482e+14"
" 3.972748e-11"," 1.340018e+14"
" 3.976084e-11"," 1.339554e+14"
" 3.979420e-11"," 1.339090e+14"
" 3.982755e-11"," 1.338626e+14"
" 3.986091e-11"," 1.338162e+14"
" 3.989427e-11"," 1.337697e+14"
" 3.992762e-11"," 1.337232e+14"
" 3.996098e-11"," 1.336765e+14"
" 3.999434e-11"," 1.336298e+14"
" 4.002769e-11"," 1.335830e+14"
" 4.006105e-11"," 1.335361e+14"
" 4.009440e-11"," 1.334890e+14"
" 4.012776e-11"," 1.334419e+14"
" 4.016112e-11"," 1.333947e+14"
" 4.019447e-11"," 1.333474e+14"
" 4.022783e-11"," 1.333001e+14"
" 4.026119e-11"," 1.332528e+14"
" 4.029454e-11"," 1.332054e+14"
" 4.032790e-11"," 1.331581e+14"
" 4.036126e-11"," 1.331108e+14"
" 4.039461e-11"," 1.330635e+14"
" 4.042797e-11"," 1.330163e+14"
" 4.046132e-11"," 1.329692e+14"
" 4.049468e-11"," 1.329221e+14"
" 4.052804e-11"," 1.328752e+14"
" 4.056139e-11"," 1.328284e+14"
" 4.059475e-11"," 1.327816e+14"
" 4.062811e-11"," 1.327350e+14"
" 4.066146e-11"," 1.326885e+14"
" 4.069482e-11"," 1.326420e+14"
" 4.072818e-11"," 1.325956e+14"
" 4.076153e-11"," 1.325492e+14"
" 4.079489e-11"," 1.325028e+14"
" 4.082825e-11"," 1.324564e+14"
" 4.086160e-11"," 1.324100e+14"
" 4.089496e-11"," 1.323636e+14"
" 4.092831e-11"," 1.323171e+14"
" 4.096167e-11"," 1.322706e+14"
" 4.099503e-11"," 1.322240e+14"
" 4.102838e-11"," 1.321773e+14"
" 4.106174e-11"," 1.321305e+14"
" 4.109510e-11"," 1.320836e+14"
" 4.112845e-11"," 1.320366e+14"
" 4.116181e-11"," 1.319896e+14"
" 4.119517e-11"," 1.319424e+14"
" 4.122852e-11"," 1.318952e+14"
" 4.126188e-11"," 1.318480e+14"
" 4.129523e-11"," 1.318007e+14"
" 4.132859e-11"," 1.317534e+14"
" 4.136195e-11"," 1.317061e+14"
" 4.139530e-11"," 1.316587e+14"
" 4.142866e-11"," 1.316114e+14"
" 4.146202e-11"," 1.315641e+14"
" 4.149537e-11"," 1.315167e+14"
" 4.152873e-11"," 1.314695e+14"
" 4.156209e-11"," 1.314222e+14"
" 4.159544e-11"," 1.313750e+14"
" 4.162880e-11"," 1.313278e+14"
" 4.166216e-11"," 1.312806e+14"
" 4.169551e-11"," 1.312335e+14"
" 4.172887e-11"," 1.311863e+14"
" 4.176222e-11"," 1.311392e+14"
" 4.179558e-11"," 1.310920e+14"
" 4.182894e-11"," 1.310449e+14"
" 4.186229e-11"," 1.309977e+14"
" 4.189565e-11"," 1.309506e+14"
" 4.192901e-11"," 1.309034e+14"
" 4.196236e-11"," 1.308562e+14"
" 4.199572e-11"," 1.308089e+14"
" 4.202908e-11"," 1.307616e+14"
" 4.206243e-11"," 1.307143e+14"
" 4.209579e-11"," 1.306669e+14"
" 4.212915e-11"," 1.306195e+14"
" 4.216250e-11"," 1.305720e+14"
" 4.219586e-11"," 1.305244e+14"
" 4.222921e-11"," 1.304768e+14"
" 4.226257e-11"," 1.304290e+14"
" 4.229593e-11"," 1.303812e+14"
" 4.232928e-11"," 1.303334e+14"
" 4.236264e-11"," 1.302854e+14"
" 4.239600e-11"," 1.302373e+14"
" 4.242935e-11"," 1.301891e+14"
" 4.246271e-11"," 1.301408e+14"
" 4.249607e-11"," 1.300924e+14"
" 4.252942e-11"," 1.300438e+14"
" 4.256278e-11"," 1.299951e+14"
" 4.259613e-11"," 1.299463e+14"
" 4.262949e-11"," 1.298974e+14"
" 4.266285e-11"," 1.298484e+14"
" 4.269620e-11"," 1.297993e+14"
" 4.272956e-11"," 1.297501e+14"
" 4.276292e-11"," 1.297009e+14"
" 4.279627e-11"," 1.296516e+14"
" 4.282963e-11"," 1.296023e+14"
" 4.286299e-11"," 1.295529e+14"
" 4.289634e-11"," 1.295036e+14"
" 4.292970e-11"," 1.294542e+14"
" 4.296306e-11"," 1.294048e+14"
" 4.299641e-11"," 1.293554e+14"
" 4.302977e-11"," 1.293060e+14"
" 4.306312e-11"," 1.292567e+14"
" 4.309648e-11"," 1.292074e+14"
" 4.312984e-11"," 1.291581e+14"
" 4.316319e-11"," 1.291088e+14"
" 4.319655e-11"," 1.290594e+14"
" 4.322991e-11"," 1.290099e+14"
" 4.326326e-11"," 1.289604e+14"
" 4.329662e-11"," 1.289107e+14"
" 4.332998e-11"," 1.288609e+14"
" 4.336333e-11"," 1.288110e+14"
" 4.339669e-11"," 1.287609e+14"
" 4.343005e-11"," 1.287106e+14"
" 4.346340e-11"," 1.286601e+14"
" 4.349676e-11"," 1.286093e+14"
" 4.353011e-11"," 1.285583e+14"
" 4.356347e-11"," 1.285071e+14"
" 4.359683e-11"," 1.284555e+14"
" 4.363018e-11"," 1.284038e+14"
" 4.366354e-11"," 1.283518e+14"
" 4.369690e-11"," 1.282996e+14"
" 4.373025e-11"," 1.282473e+14"
" 4.376361e-11"," 1.281947e+14"
" 4.379697e-11"," 1.281421e+14"
" 4.383032e-11"," 1.280892e+14"
" 4.386368e-11"," 1.280363e+14"
" 4.389703e-11"," 1.279833e+14"
" 4.393039e-11"," 1.279302e+14"
" 4.396375e-11"," 1.278771e+14"
" 4.399710e-11"," 1.278239e+14"
" 4.403046e-11"," 1.277707e+14"
" 4.406382e-11"," 1.277175e+14"
" 4.409717e-11"," 1.276643e+14"
" 4.413053e-11"," 1.276110e+14"
" 4.416389e-11"," 1.275577e+14"
" 4.419724e-11"," 1.275044e+14"
" 4.423060e-11"," 1.274509e+14"
" 4.426396e-11"," 1.273973e+14"
" 4.429731e-11"," 1.273436e+14"
" 4.433067e-11"," 1.272898e+14"
" 4.436402e-11"," 1.272359e+14"
" 4.439738e-11"," 1.271817e+14"
" 4.443074e-11"," 1.271274e+14"
" 4.446409e-11"," 1.270729e+14"
" 4.449745e-11"," 1.270182e+14"
" 4.453081e-11"," 1.269632e+14"
" 4.456416e-11"," 1.269080e+14"
" 4.459752e-11"," 1.268525e+14"
" 4.463088e-11"," 1.267968e+14"
" 4.466423e-11"," 1.267410e+14"
" 4.469759e-11"," 1.266849e+14"
" 4.473095e-11"," 1.266286e+14"
" 4.476430e-11"," 1.265721e+14"
" 4.479766e-11"," 1.265155e+14"
" 4.483101e-11"," 1.264588e+14"
" 4.486437e-11"," 1.264019e+14"
" 4.489773e-11"," 1.263448e+14"
" 4.493108e-11"," 1.262877e+14"
" 4.496444e-11"," 1.262305e+14"
" 4.499780e-11"," 1.261732e+14"
" 4.503115e-11"," 1.261158e+14"
" 4.506451e-11"," 1.260583e+14"
" 4.509787e-11"," 1.260008e+14"
" 4.513122e-11"," 1.259431e+14"
" 4.516458e-11"," 1.258854e+14"
" 4.519793e-11"," 1.258275e+14"
" 4.523129e-11"," 1.257695e+14"
" 4.526465e-11"," 1.257114e+14"
" 4.529800e-11"," 1.256530e+14"
" 4.533136e-11"," 1.255945e+14"
" 4.536472e-11"," 1.255358e+14"
" 4.539807e-11"," 1.254768e+14"
" 4.543143e-11"," 1.254176e+14"
" 4.546479e-11"," 1.253582e+14"
" 4.549814e-11"," 1.252985e+14"
" 4.553150e-11"," 1.252384e+14"
" 4.556486e-11"," 1.251781e+14"
" 4.559821e-11"," 1.251175e+14"
" 4.563157e-11"," 1.250567e+14"
" 4.566492e-11"," 1.249955e+14"
" 4.569828e-11"," 1.249342e+14"
" 4.573164e-11"," 1.248726e+14"
" 4.576499e-11"," 1.248108e+14"
" 4.579835e-11"," 1.247489e+14"
" 4.583171e-11"," 1.246867e+14"
" 4.586506e-11"," 1.246244e+14"
" 4.589842e-11"," 1.245620e+14"
" 4.593178e-11"," 1.244995e+14"
" 4.596513e-11"," 1.244368e+14"
" 4.599849e-11"," 1.243741e+14"
" 4.603185e-11"," 1.243113e+14"
" 4.606520e-11"," 1.242484e+14"
" 4.609856e-11"," 1.241855e+14"
" 4.613191e-11"," 1.241225e+14"
" 4.616527e-11"," 1.240593e+14"
" 4.619863e-11"," 1.239961e+14"
" 4.623198e-11"," 1.239328e+14"
" 4.626534e-11"," 1.238693e+14"
" 4.629870e-11"," 1.238056e+14"
" 4.633205e-11"," 1.237418e+14"
" 4.636541e-11"," 1.236777e+14"
" 4.639877e-11"," 1.236135e+14"
" 4.643212e-11"," 1.235490e+14"
" 4.646548e-11"," 1.234843e+14"
" 4.649883e-11"," 1.234194e+14"
" 4.653219e-11"," 1.233542e+14"
" 4.656555e-11"," 1.232887e+14"
" 4.659890e-11"," 1.232229e+14"
" 4.663226e-11"," 1.231569e+14"
" 4.666562e-11"," 1.230906e+14"
" 4.669897e-11"," 1.230241e+14"
" 4.673233e-11"," 1.229573e+14"
" 4.676569e-11"," 1.228903e+14"
" 4.679904e-11"," 1.228231e+14"
" 4.683240e-11"," 1.227557e+14"
" 4.686576e-11"," 1.226880e+14"
" 4.689911e-11"," 1.226202e+14"
" 4.693247e-11"," 1.225522e+14"
" 4.696582e-11"," 1.224841e+14"
" 4.699918e-11"," 1.224157e+14"
" 4.703254e-11"," 1.223472e+14"
" 4.706589e-11"," 1.222786e+14"
" 4.709925e-11"," 1.222099e+14"
" 4.713261e-11"," 1.221409e+14"
" 4.716596e-11"," 1.220718e+14"
" 4.719932e-11"," 1.220026e+14"
" 4.723268e-11"," 1.219332e+14"
" 4.726603e-11"," 1.218636e+14"
" 4.729939e-11"," 1.217939e+14"
" 4.733275e-11"," 1.217240e+14"
" 4.736610e-11"," 1.216539e+14"
" 4.739946e-11"," 1.215836e+14"
" 4.743281e-11"," 1.215131e+14"
" 4.746617e-11"," 1.214424e+14"
" 4.749953e-11"," 1.213715e+14"
" 4.753288e-11"," 1.213004e+14"
" 4.756624e-11"," 1.212291e+14"
" 4.759960e-11"," 1.211577e+14"
" 4.763295e-11"," 1.210860e+14"
" 4.766631e-11"," 1.210141e+14"
" 4.769967e-11"," 1.209421e+14"
" 4.773302e-11"," 1.208699e+14"
" 4.776638e-11"," 1.207975e+14"
" 4.779973e-11"," 1.207250e+14"
" 4.783309e-11"," 1.206523e+14"
" 4.786645e-11"," 1.205795e+14"
" 4.789980e-11"," 1.205066e+14"
" 4.793316e-11"," 1.204335e+14"
" 4.796652e-11"," 1.203604e+14"
" 4.799987e-11"," 1.202871e+14"
" 4.803323e-11"," 1.202138e+14"
" 4.806659e-11"," 1.201403e+14"
" 4.809994e-11"," 1.200667e+14"
" 4.813330e-11"," 1.199931e+14"
" 4.816666e-11"," 1.199193e+14"
" 4.820001e-11"," 1.198454e+14"
" 4.823337e-11"," 1.197714e+14"
" 4.826672e-11"," 1.196972e+14"
" 4.830008e-11"," 1.196228e+14"
" 4.833344e-11"," 1.195483e+14"
" 4.836679e-11"," 1.194736e+14"
" 4.840015e-11"," 1.193987e+14"
" 4.843351e-11"," 1.193237e+14"
" 4.846686e-11"," 1.192484e+14"
" 4.850022e-11"," 1.191729e+14"
" 4.853358e-11"," 1.190972e+14"
" 4.856693e-11"," 1.190212e+14"
" 4.860029e-11"," 1.189450e+14"
" 4.863365e-11"," 1.188686e+14"
" 4.866700e-11"," 1.187920e+14"
" 4.870036e-11"," 1.187152e+14"
" 4.873371e-11"," 1.186383e+14"
" 4.876707e-11"," 1.185612e+14"
" 4.880043e-11"," 1.184840e+14"
" 4.883378e-11"," 1.184066e+14"
" 4.886714e-11"," 1.183292e+14"
" 4.890050e-11"," 1.182516e+14"
" 4.893385e-11"," 1.181740e+14"
" 4.896721e-11"," 1.180962e+14"
" 4.900057e-11"," 1.180185e+14"
" 4.903392e-11"," 1.179407e+14"
" 4.906728e-11"," 1.178628e+14"
" 4.910063e-11"," 1.177850e+14"
" 4.913399e-11"," 1.177070e+14"
" 4.916735e-11"," 1.176291e+14"
" 4.920070e-11"," 1.175510e+14"
" 4.923406e-11"," 1.174729e+14"
" 4.926742e-11"," 1.173947e+14"
" 4.930077e-11"," 1.173164e+14"
" 4.933413e-11"," 1.172379e+14"
" 4.936749e-11"," 1.171593e+14"
" 4.940084e-11"," 1.170806e+14"
" 4.943420e-11"," 1.170018e+14"
" 4.946756e-11"," 1.169228e+14"
" 4.950091e-11"," 1.168436e+14"
" 4.953427e-11"," 1.167643e+14"
" 4.956762e-11"," 1.166847e+14"
" 4.960098e-11"," 1.166050e+14"
" 4.963434e-11"," 1.165251e+14"
" 4.966769e-11"," 1.164451e+14"
" 4.970105e-11"," 1.163649e+14"
" 4.973441e-11"," 1.162845e+14"
" 4.976776e-11"," 1.162041e+14"
" 4.980112e-11"," 1.161236e+14"
" 4.983448e-11"," 1.160429e+14"
" 4.986783e-11"," 1.159622e+14"
" 4.990119e-11"," 1.158815e+14"
" 4.993455e-11"," 1.158006e+14"
" 4.996790e-11"," 1.157198e+14"
" 5.000126e-11"," 1.156389e+14"
" 5.003461e-11"," 1.155579e+14"
